i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
156,0,"Question{QuestionCommittee{λ=1043/1024, rank=8}}",0,"Question{QuestionCommittee{λ=531/512, rank=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=8}}",0,"Question{QuestionCommittee{λ=147/128, rank=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=9}}",0,"Question{QuestionCommittee{λ=17771/16384, rank=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=2}}",0,"Question{QuestionCommittee{λ=147/128, rank=3}}",0,"Question{QuestionCommittee{λ=4685/4096, rank=6}}",0,"Question{QuestionCommittee{λ=275/256, rank=1}}",0,"Question{QuestionCommittee{λ=185/128, rank=7}}",0,"Question{QuestionCommittee{λ=36467/16384, rank=7}}",0,"Question{QuestionCommittee{λ=1195/1024, rank=6}}",0,"Question{QuestionCommittee{λ=531/512, rank=1}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=3}}",0,"Question{QuestionCommittee{λ=275/256, rank=1}}",0,"Question{QuestionCommittee{λ=79919/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=3}}",0,"Question{QuestionCommittee{λ=76157/65536, rank=2}}",0,"Question{QuestionCommittee{λ=9131/4096, rank=5}}"
157,1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=7}}",0,"Question{QuestionCommittee{λ=2637/2048, rank=6}}",0,"Question{QuestionCommittee{λ=569/512, rank=7}}",0,"Question{QuestionCommittee{λ=3625/2048, rank=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=1}}",0,"Question{QuestionCommittee{λ=147/128, rank=3}}",0,"Question{QuestionCommittee{λ=51/32, rank=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=531/512, rank=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=1}}",0,"Question{QuestionCommittee{λ=8553/8192, rank=4}}",0,"Question{QuestionCommittee{λ=873/512, rank=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=8}}",0,"Question{QuestionCommittee{λ=1347/1024, rank=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=1}}"
158,1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=10, b=5}}",0,"Question{QuestionCommittee{λ=5141/4096, rank=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=6}}",0,"Question{QuestionCommittee{λ=2371/2048, rank=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=10}}",0,"Question{QuestionCommittee{λ=51/32, rank=7}}",0,"Question{QuestionCommittee{λ=6509/4096, rank=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=8}}",0,"Question{QuestionCommittee{λ=10263/8192, rank=5}}",0,"Question{QuestionCommittee{λ=147/128, rank=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=10}}",0,"Question{QuestionCommittee{λ=299/128, rank=8}}",0,"Question{QuestionCommittee{λ=18189/16384, rank=4}}",0,"Question{QuestionCommittee{λ=7573/4096, rank=7}}",0,"Question{QuestionCommittee{λ=1215/512, rank=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=8629/8192, rank=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=9}}"
159,1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=2}}",0,"Question{QuestionCommittee{λ=5255/4096, rank=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=3}}",0,"Question{QuestionCommittee{λ=759/512, rank=8}}",0,"Question{QuestionCommittee{λ=146141/32768, rank=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=10}}",0,"Question{QuestionCommittee{λ=313/256, rank=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=20507/16384, rank=5}}",0,"Question{QuestionCommittee{λ=391059/262144, rank=6}}",0,"Question{QuestionCommittee{λ=1233/1024, rank=2}}",0,"Question{QuestionCommittee{λ=2561/2048, rank=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=34117/32768, rank=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=10}}",0,"Question{QuestionCommittee{λ=2675/2048, rank=1}}",0,"Question{QuestionCommittee{λ=4989/4096, rank=1}}",0,"Question{QuestionCommittee{λ=3245/2048, rank=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=2}}"
160,1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=6, b=2}}",0,"Question{QuestionCommittee{λ=1461/1024, rank=1}}",0,"Question{QuestionCommittee{λ=147/128, rank=7}}",0,"Question{QuestionCommittee{λ=185/128, rank=6}}",0,"Question{QuestionCommittee{λ=607/512, rank=1}}",0,"Question{QuestionCommittee{λ=1081/1024, rank=5}}",0,"Question{QuestionCommittee{λ=3359/2048, rank=1}}",0,"Question{QuestionCommittee{λ=389/256, rank=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=9}}",0,"Question{QuestionCommittee{λ=275/256, rank=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=2}}",0,"Question{QuestionCommittee{λ=5141/4096, rank=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=4343/4096, rank=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=9}}",0,"Question{QuestionCommittee{λ=569/512, rank=5}}",0,"Question{QuestionCommittee{λ=83/64, rank=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=8}}",0,"Question{QuestionCommittee{λ=18243/8192, rank=5}}"
161,1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=9}}",0,"Question{QuestionCommittee{λ=1537/1024, rank=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=34649/32768, rank=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=8}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=4}}",0,"Question{QuestionCommittee{λ=6737/4096, rank=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=9}}",0,"Question{QuestionCommittee{λ=13539/4096, rank=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=2}}",0,"Question{QuestionCommittee{λ=4457/4096, rank=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=5445/4096, rank=7}}",0,"Question{QuestionCommittee{λ=2067/2048, rank=7}}",0,"Question{QuestionCommittee{λ=1119/1024, rank=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=10}}"
162,0,"Question{QuestionCommittee{λ=2409/2048, rank=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=4}}",0,"Question{QuestionCommittee{λ=5101/256, rank=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=9}}",0,"Question{QuestionCommittee{λ=3093/2048, rank=8}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=1423/1024, rank=4}}",0,"Question{QuestionCommittee{λ=1043/1024, rank=1}}",0,"Question{QuestionCommittee{λ=569/512, rank=6}}",0,"Question{QuestionCommittee{λ=9351/8192, rank=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=4}}",0,"Question{QuestionCommittee{λ=351/256, rank=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=1}}",0,"Question{QuestionCommittee{λ=531/512, rank=1}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=3, b=1}}",0,"Question{QuestionCommittee{λ=17999/16384, rank=1}}",0,"Question{QuestionCommittee{λ=835/512, rank=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=2}}"
163,0,"Question{QuestionCommittee{λ=4419/4096, rank=3}}",0,"Question{QuestionCommittee{λ=72471/65536, rank=3}}",0,"Question{QuestionCommittee{λ=275/256, rank=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=2}}",0,"Question{QuestionCommittee{λ=2903/2048, rank=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=5}}",0,"Question{QuestionCommittee{λ=35561/32768, rank=4}}",0,"Question{QuestionCommittee{λ=645/512, rank=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=8}}",0,"Question{QuestionCommittee{λ=4647/4096, rank=7}}",0,"Question{QuestionCommittee{λ=27059/8192, rank=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=9}}",0,"Question{QuestionCommittee{λ=2903/2048, rank=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=1}}",0,"Question{QuestionCommittee{λ=2183/1024, rank=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=5}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=5}}",0,"Question{QuestionCommittee{λ=2257/2048, rank=5}}",0,"Question{QuestionCommittee{λ=16555/16384, rank=4}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=7}}"
164,0,"Question{QuestionCommittee{λ=1043/1024, rank=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=10221/512, rank=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=8}}",0,"Question{QuestionCommittee{λ=7231/4096, rank=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=5}}",0,"Question{QuestionCommittee{λ=69279/65536, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=10, b=4}}",0,"Question{QuestionCommittee{λ=83/64, rank=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=797/512, rank=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=8}}",0,"Question{QuestionCommittee{λ=1119/1024, rank=2}}",0,"Question{QuestionCommittee{λ=17087/16384, rank=4}}",0,"Question{QuestionCommittee{λ=8219/4096, rank=7}}",0,"Question{QuestionCommittee{λ=3777/2048, rank=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=58969/32768, rank=7}}",0,"Question{QuestionCommittee{λ=362217/262144, rank=7}}"
165,0,"Question{QuestionCommittee{λ=275/256, rank=7}}",0,"Question{QuestionCommittee{λ=313/256, rank=5}}",0,"Question{QuestionCommittee{λ=569/512, rank=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=2105/2048, rank=3}}",0,"Question{QuestionCommittee{λ=20659/16384, rank=5}}",0,"Question{QuestionCommittee{λ=4195/2048, rank=8}}",0,"Question{QuestionCommittee{λ=51/32, rank=6}}",0,"Question{QuestionCommittee{λ=2219/2048, rank=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=3}}",0,"Question{QuestionCommittee{λ=607/512, rank=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=4}}",0,"Question{QuestionCommittee{λ=147/128, rank=3}}",0,"Question{QuestionCommittee{λ=159857/131072, rank=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=1}}",0,"Question{QuestionCommittee{λ=6471/4096, rank=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=9}}"
166,1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=1}}",0,"Question{QuestionCommittee{λ=607/512, rank=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=3}}",0,"Question{QuestionCommittee{λ=797/512, rank=4}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=8}}",0,"Question{QuestionCommittee{λ=13037/8192, rank=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=1}}",0,"Question{QuestionCommittee{λ=569/512, rank=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=16457/8192, rank=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=1}}",0,"Question{QuestionCommittee{λ=4191/4096, rank=4}}",0,"Question{QuestionCommittee{λ=83/64, rank=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=1423/1024, rank=1}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=1}}"
167,1,"Question{QuestionVoter{voter=Voter{3}, a=9, b=4}}",0,"Question{QuestionCommittee{λ=4685/4096, rank=8}}",0,"Question{QuestionCommittee{λ=20461/1024, rank=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=1}}",0,"Question{QuestionCommittee{λ=4419/4096, rank=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=4}}",0,"Question{QuestionCommittee{λ=4533/4096, rank=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=2}}",0,"Question{QuestionCommittee{λ=5331/4096, rank=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=1}}",0,"Question{QuestionCommittee{λ=12961/8192, rank=7}}",0,"Question{QuestionCommittee{λ=8933/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=5}}",0,"Question{QuestionCommittee{λ=36505/16384, rank=5}}"
168,1,"Question{QuestionVoter{voter=Voter{18}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=10, b=1}}",0,"Question{QuestionCommittee{λ=1119/1024, rank=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=3}}",0,"Question{QuestionCommittee{λ=292263/65536, rank=8}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=9}}",0,"Question{QuestionCommittee{λ=4229/4096, rank=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=3}}",0,"Question{QuestionCommittee{λ=275/256, rank=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=3}}",0,"Question{QuestionCommittee{λ=569/512, rank=3}}",0,"Question{QuestionCommittee{λ=2447/2048, rank=2}}",0,"Question{QuestionCommittee{λ=10263/8192, rank=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=7}}",0,"Question{QuestionCommittee{λ=4609/4096, rank=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=10}}",0,"Question{QuestionCommittee{λ=3321/2048, rank=6}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=21001/16384, rank=5}}",0,"Question{QuestionCommittee{λ=152333/131072, rank=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=9, b=4}}"
169,1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=10}}",0,"Question{QuestionCommittee{λ=275/256, rank=6}}",0,"Question{QuestionCommittee{λ=645/512, rank=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=6}}",0,"Question{QuestionCommittee{λ=83/64, rank=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=7}}",0,"Question{QuestionCommittee{λ=26055/16384, rank=7}}",0,"Question{QuestionCommittee{λ=1613/1024, rank=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=7}}",0,"Question{QuestionCommittee{λ=1157/1024, rank=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=4}}",0,"Question{QuestionCommittee{λ=3435/2048, rank=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=1}}",0,"Question{QuestionCommittee{λ=4609/4096, rank=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=3}}",0,"Question{QuestionCommittee{λ=170003/131072, rank=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=8}}",0,"Question{QuestionCommittee{λ=9959/8192, rank=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=9}}",0,"Question{QuestionCommittee{λ=41983/32768, rank=5}}",0,"Question{QuestionCommittee{λ=1651/1024, rank=5}}",0,"Question{QuestionCommittee{λ=2561/2048, rank=2}}"
170,0,"Question{QuestionCommittee{λ=531/512, rank=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=9}}",0,"Question{QuestionCommittee{λ=2219/2048, rank=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=2903/2048, rank=7}}",0,"Question{QuestionCommittee{λ=275/256, rank=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=3}}",0,"Question{QuestionCommittee{λ=3207/2048, rank=8}}",0,"Question{QuestionCommittee{λ=1119/1024, rank=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=6}}",0,"Question{QuestionCommittee{λ=147/128, rank=5}}",0,"Question{QuestionCommittee{λ=32933/16384, rank=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=9}}",0,"Question{QuestionCommittee{λ=8363/8192, rank=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{8}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=10}}",0,"Question{QuestionCommittee{λ=2827/2048, rank=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=10, b=5}}"
171,0,"Question{QuestionCommittee{λ=8819/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=4}}",0,"Question{QuestionCommittee{λ=9009/8192, rank=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=3245/2048, rank=4}}",0,"Question{QuestionCommittee{λ=1575/1024, rank=4}}",0,"Question{QuestionCommittee{λ=138539/131072, rank=1}}",0,"Question{QuestionCommittee{λ=5787/4096, rank=7}}",0,"Question{QuestionCommittee{λ=147/128, rank=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=9}}",0,"Question{QuestionCommittee{λ=11973/8192, rank=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=1}}",0,"Question{QuestionCommittee{λ=4385/2048, rank=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=1}}",0,"Question{QuestionCommittee{λ=15127/8192, rank=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=9}}",0,"Question{QuestionCommittee{λ=327661/16384, rank=8}}",0,"Question{QuestionCommittee{λ=1423/1024, rank=6}}",0,"Question{QuestionCommittee{λ=20013/16384, rank=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=10}}",0,"Question{QuestionCommittee{λ=2257/2048, rank=3}}"
