i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
40,1,"Question{QuestionVoter{voter=Voter{30}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{23}, a=14, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=15, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{27}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=1}}"
41,1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{2}, a=14, b=13}}",1,"Question{QuestionVoter{voter=Voter{26}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=1}}"
42,1,"Question{QuestionVoter{voter=Voter{30}, a=14, b=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{3}, a=14, b=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{30}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=2}}",0,"Question{QuestionCommittee{λ=31/2, rank=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{27}, a=8, b=1}}"
43,1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{23}, a=14, b=15}}",1,"Question{QuestionVoter{voter=Voter{17}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=2}}"
44,1,"Question{QuestionVoter{voter=Voter{10}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=14, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{22}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{26}, a=8, b=1}}"
45,1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=14, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{27}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=9}}"
46,1,"Question{QuestionVoter{voter=Voter{18}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=14, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{26}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=9}}"
47,1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{28}, a=14, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=10}}"
48,1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=14, b=12}}",1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{26}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{22}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=10}}"
49,1,"Question{QuestionVoter{voter=Voter{1}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=14, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{26}, a=8, b=11}}",1,"Question{QuestionVoter{voter=Voter{9}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=11}}"
50,1,"Question{QuestionVoter{voter=Voter{25}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=14, b=11}}",1,"Question{QuestionVoter{voter=Voter{26}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{26}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=33/4, rank=1}}",1,"Question{QuestionVoter{voter=Voter{22}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{23}, a=8, b=12}}"
51,1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{23}, a=14, b=11}}",1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=12}}",1,"Question{QuestionVoter{voter=Voter{30}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=13}}"
52,1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=14, b=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=12}}",1,"Question{QuestionVoter{voter=Voter{13}, a=15, b=5}}",0,"Question{QuestionCommittee{λ=31/2, rank=12}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{22}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=14}}"
53,1,"Question{QuestionVoter{voter=Voter{18}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=14, b=4}}",1,"Question{QuestionVoter{voter=Voter{22}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{23}, a=8, b=12}}",1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{26}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=14}}"
54,1,"Question{QuestionVoter{voter=Voter{4}, a=14, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=14, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{30}, a=8, b=14}}"
55,1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=14, b=5}}",1,"Question{QuestionVoter{voter=Voter{22}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=13}}",1,"Question{QuestionVoter{voter=Voter{19}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{23}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=15}}"
56,1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=10}}",0,"Question{QuestionCommittee{λ=31/2, rank=11}}",1,"Question{QuestionVoter{voter=Voter{20}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=13}}",1,"Question{QuestionVoter{voter=Voter{28}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=15}}"
57,1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=14, b=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=15, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=14}}",1,"Question{QuestionVoter{voter=Voter{26}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=4}}"
58,1,"Question{QuestionVoter{voter=Voter{13}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{29}, a=14, b=3}}",0,"Question{QuestionCommittee{λ=31/2, rank=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=14}}",1,"Question{QuestionVoter{voter=Voter{10}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{28}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=8, b=5}}"
59,1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=11}}",1,"Question{QuestionVoter{voter=Voter{2}, a=14, b=2}}",1,"Question{QuestionVoter{voter=Voter{28}, a=15, b=5}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{10}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=5}}"
60,1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{16}, a=14, b=2}}",1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=5}}",1,"Question{QuestionVoter{voter=Voter{27}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{5}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=5}}"
61,1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{11}, a=14, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{25}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=15}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=3}}"
62,1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=13}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{30}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{23}, a=12, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=3}}"
63,1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{10}, a=14, b=13}}",1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=11}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=6}}"
64,1,"Question{QuestionVoter{voter=Voter{29}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{9}, a=14, b=13}}",1,"Question{QuestionVoter{voter=Voter{7}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{9}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=12}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=6}}"
65,1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{14}, a=14, b=13}}",1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=6}}"
66,1,"Question{QuestionVoter{voter=Voter{4}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{22}, a=14, b=15}}",1,"Question{QuestionVoter{voter=Voter{1}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=15}}",0,"Question{QuestionCommittee{λ=31/2, rank=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{28}, a=6, b=14}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=7}}"
67,1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{27}, a=14, b=15}}",1,"Question{QuestionVoter{voter=Voter{28}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{30}, a=6, b=15}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=7}}"
68,1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{29}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{2}, a=14, b=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{29}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=7}}"
69,1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{19}, a=14, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=15, b=1}}",0,"Question{QuestionCommittee{λ=31/2, rank=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=15, b=5}}",1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{23}, a=6, b=15}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=1}}"
70,1,"Question{QuestionVoter{voter=Voter{26}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{3}, a=14, b=9}}",1,"Question{QuestionVoter{voter=Voter{25}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=15}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=3}}"
71,1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{5}, a=14, b=12}}",1,"Question{QuestionVoter{voter=Voter{5}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{29}, a=14, b=1}}"
72,1,"Question{QuestionVoter{voter=Voter{4}, a=15, b=1}}",0,"Question{QuestionCommittee{λ=31/2, rank=11}}",1,"Question{QuestionVoter{voter=Voter{23}, a=14, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=6}}"
73,1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=8, b=13}}",1,"Question{QuestionVoter{voter=Voter{25}, a=14, b=8}}",1,"Question{QuestionVoter{voter=Voter{27}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{27}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=33/4, rank=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{29}, a=1, b=3}}",0,"Question{QuestionCommittee{λ=31/2, rank=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=1}}"
74,1,"Question{QuestionVoter{voter=Voter{22}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{19}, a=14, b=10}}",1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{24}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{14}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=1}}"
75,1,"Question{QuestionVoter{voter=Voter{27}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=14, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{29}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=9, b=1}}"
76,1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{16}, a=14, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=7}}",0,"Question{QuestionCommittee{λ=37/8, rank=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=1}}"
77,1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=13}}",1,"Question{QuestionVoter{voter=Voter{15}, a=14, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{25}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=15}}",0,"Question{QuestionCommittee{λ=31/2, rank=11}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=10}}"
78,1,"Question{QuestionVoter{voter=Voter{15}, a=12, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=10}}"
79,1,"Question{QuestionVoter{voter=Voter{28}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{13}, a=14, b=11}}",1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=10}}"
